Category 7,"In Colossians, on what does Paul tell Colossians to set their affections?",Things above,Earthly things,Household things,Fasting,Colossians,Colossians 3:2
Category 7,Who or what does Paul tell Colossians is the Christian’s life? ,Christ ,Piety,Sacrifice,Riches,Colossians,Colossians 3:4
Category 7,"In Colossians, what does Paul say covetousness is?",Idolatry,Fornication,The worst sin,Unforgivable,Colossians,Colossians 3:5
Category 7,Which of these is not mentioned in Colossians as something to be avoided?,Longsuffering,Inordinate affection,Fornication,Uncleanness,Colossians,Colossians 3:5
Category 7,"In Colossians, for which of these does Paul say the wrath of God comes on the children of disobedience?",Fornication,Eating meat,Dirty hands,Uncircumcision,Colossians,Colossians 3:6
Category 7,"In Colossians, for which of these does Paul say the wrath of God comes on the children of disobedience?",Inordinate affection,Overeating,Wine drinking,Riches,Colossians,Colossians 3:6
Category 7,Which of these is not mentioned in Colossians as something for the Christian to put away?,Poverty,Anger,Malice,Filthy communication,Colossians,Colossians 3:8
Category 7,Which of these is not mentioned in Colossians as something for the Christian to put away?,Compassion,Wrath,Blasphemy,Anger,Colossians,Colossians 3:8
Category 7,Which specifically does Colossians say Christians should not do to each other because they have put off the old man with his deeds?,Lie,Date,Lend,Have fellowship,Colossians,Colossians 3:9
Category 7,"In Colossians, what does Paul say the Christian has put on which is fashioned after his creator?",The new man,A white robe,A haughty attitude ,A humility,Colossians,Colossians 3:10
Category 7,Which of these does Colossians not say does not exist for the believer in Christ?,Servant,Greek ,Jew,Barbarian,Colossians,Colossians 3:11
Category 7,"Who wrote these words: “Where there is neither Greek nor Jew, circumcision nor uncircumcision, Barbarian, Scythian, bond nor free: but Christ is all, and in all”?",Paul,Job,Mark,Silas,Colossians,Colossians 3:11
Category 7,What does Colossians refer to as the bond of perfectness?,Love,Compassion,The law,The resurrection,Colossians,Colossians 3:14
Category 7,What does Colossians say Christians should allow to rule their hearts?,The peace of God,The law,The psalms,Holy prayers,Colossians,Colossians 3:15
Category 7,What does Colossians say wives should do to their husbands as is fit in the Lord?,Submit,Resist,Co-rule,Lift up ,Colossians,Colossians 3:18
Category 7,What does Colossians say husbands should do to their wives?,Love them,Rule them,Fear them,Beat them,Colossians,Colossians 3:19
Category 7,How are children told in Colossians to treat their parents?,Obey them,Rule them ,Serve them ,Ignore them,Colossians,Colossians 3:20
Category 7,What does Colossians say the obedience of children to their parents is to the Lord?,Pleasing,Righteousness,Loyalty,Credit,Colossians,Colossians 3:20
Category 7,Finish the quote in Colossians: “Fathers provoke not your children to…”,Anger,Fear,Desire,Longing,Colossians,Colossians 3:21
Category 7,What does Colossians say servants should not give to their masters?,Eye service,Singleness of heart,Loyalty,Good work,Colossians,Colossians 3:22
Category 7,Who does Colossians tell servants to act as if they are working for?,The Lord,The king,Themselves,Their children,Colossians,Colossians 3:23
Category 7,What did Paul ask masters to give to their servants?,What is just ,A raise,Good Clothes,Good shoes,Colossians,Colossians 4:1
Category 7,Who is mentioned in Colossians as being in bonds for Christ?,Paul,Peter,Titus,John,Colossians,Colossians 4:3
Category 7,How does Paul say the Colossians should always speak?,With grace,With assurance,Fearfully,Slowly,Colossians,Colossians 4:6
Category 7,What does Paul say to the Colossians should be seasoned with salt?,Their speech,Meat,Ground,Sacrifices,Colossians,Colossians 4:6
Category 7,Who does Paul say would declare his state to the Colossians?,Tychicus,Luke ,Barnabas,Lot,Colossians,Colossians 4:7
Category 7,Who is referred to as a beloved brother in Colossians?,Tychicus,Silas,Bartholomew,Luke,Colossians,Colossians 4:7
Category 7,Who is referred to as a faithful minister in Colossians?,Tychicus,Aristarchus,Mark,Matthew,Colossians,Colossians 4:7
Category 7,What is Tychicus called in Colossians?,Fellow servant,A great shepherd,The rich one,The priest,Colossians,Colossians 4:7
Category 7,Who is called a faithful and beloved brother in Colossians?,Onesimus,Luke,Lot,John,Colossians,Colossians 4:9
Category 7,"In Colossians, who does Paul refer to as his fellow prisoner?",Aristachus,Obadiah,Caleb,Matthew,Colossians,Colossians 4:10
Category 7,"In Colossians, who does Paul say was one of the circumcised brethren who has comforted him? ",Justus,Epaphras,Demas,Mark,Colossians,Colossians 4:11
Category 7,Who is called in Colossians the beloved Physician?,Luke,Demas,Timothy,Matthew,Colossians,Colossians 4:14
Category 7,Who does Paul specifically say to the Colossians to salute?,Nymphas,Mark,Peter,Jude,Colossians,Colossians 4:15
Category 7,Who is mentioned in Colossians as having a church in his house?,Nymphas,Luke,Timothy,Caleb,Colossians,Colossians 4:15
Category 7,"Who did Paul send these words to in Colossians, “Take heed to the ministry which thou hast received in the Lord, that thou fulfill it”?",Archippus,Timothy,Silas,Mark,Colossians,Colossians 4:17
Category 7,With whose hand was the epistle to the Colossians written?,Paul ,Timothy,Luke ,Archippus,Colossians,Colossians 4:18
Category 7,With what word does the epistle to the Colossians end?,Amen,Faithfulness,Servant,Apostle,Colossians,Colossians 4:18
Category 7,Who is mentioned in the first verse of 1 Thessalonians?,Paul,Peter,John,Luke,1 Thessalonians,1 Thessalonians 1:1
Category 7,Who is mentioned in the first verse of 1 Thessalonians?,Silvanus,Gauis,Felix,Mark,1 Thessalonians,1 Thessalonians 1:1
Category 7,Who is mentioned in the first verse of 1 Thessalonians?,Timotheus,Mark,Levi,Moses,1 Thessalonians,1 Thessalonians 1:1
Category 7,Who is 1 Thessalonians addressed to?,The church of the Thessalonians,The governor of Thessalonica,The church in Damascus,The church in Rome,1 Thessalonians,1 Thessalonians 1:1
Category 7,What does Paul tell the church of the Thessalonians he gives to God because of them?,Thanks,Praise,Supplications,Penance ,1 Thessalonians,1 Thessalonians 1:2
Category 7,"In 1 Thessalonians, who or what does Paul say he mentions in his prayers?",The church,Conflicts in the church,Timothy,Gauis,1 Thessalonians,1 Thessalonians 1:2
Category 7,What was one way in which Paul said the gospel came to the church of Thessalonians?,In word,In visions,In dreams,In bits and pieces,1 Thessalonians,1 Thessalonians 1:5
Category 7,How did Paul say the gospel came to the church of Thessalonians?,In power,Casually,Without conviction,By accident,1 Thessalonians,1 Thessalonians 1:5
Category 7,How did Paul say the gospel came to the church of Thessalonians?,In the Holy Ghost,Word of mouth,Letters and correspondences,Debates and forums,1 Thessalonians,1 Thessalonians 1:5
Category 7,Who did Paul say the church in Thessalonians had become models for?,Believers in Macedonia,Absolutely no one,Believers in Rome,Believers in Jerusalem,1 Thessalonians,1 Thessalonians 1:7
Category 7,Who did Paul say the church in Thessalonians had become models for?,Believers in Achaia,Absolutely no one,Believers in Rome,Believers in Damascus,1 Thessalonians,1 Thessalonians 1:7
Category 7,Who does Paul tell the Thessalonians will deliver them from the wrath to come?,Jesus,Paul,The apostles,The prophets,1 Thessalonians,1 Thessalonians 1:10
Category 7,"In 1 Thessalonians, who does Paul say killed Jesus?",The Jews,The Romans,The Samaritans,The Greeks,1 Thessalonians,1 Thessalonians 2:15
Category 7,"In 1 Thessalonians, who does Paul say killed their own prophets?",The Jews,The Romans,The Samaritans,The Greeks,1 Thessalonians,1 Thessalonians 2:15
Category 7,Under whose authority does Paul say he gave commandments to the Thessalonians?,Jesus,The apostles,His own,Rome,1 Thessalonians,1 Thessalonians 4:2
Category 7,Which of these does Paul specifically admonish the brethren in 1 Thessalonians to abstain from?,Fornication,Sabbath breaking,Politics,Slavery,1 Thessalonians,1 Thessalonians 4:3
Category 7,"In 1 Thessalonians, what does Paul refer to the body as?",A vessel,A cask,A shell,A Tabernacle,1 Thessalonians,1 Thessalonians 4:4
Category 7,"In 1 Thessalonians, what is Paul referring to when he speaks of the lust of concupiscence?",Immoral sexual desire,Love of money,Shady practices,Covetousness,1 Thessalonians,1 Thessalonians 4:5
Category 7,"According to 1 Thessalonians, in what things is the believer allowed to defraud his brethren?",Nothing,Secular,Monetary,To protect,1 Thessalonians,1 Thessalonians 4:6
Category 7,"In 1 Thessalonians, what does Paul say God has called us to?",Holiness,Pride ,Money,Politics,1 Thessalonians,1 Thessalonians 4:7
Category 7,"In 1 Thessalonians, what does Paul specifically say God has not called us to?",Uncleanness,Politics,Fight,To servitude,1 Thessalonians,1 Thessalonians 4:7
Category 7,"What did Paul say he had no need of writing to the Thessalonians about, for they are taught of God to do this?",Brotherly love,Remembering the leaders,Praying always,Faithfulness,1 Thessalonians,1 Thessalonians 4:9
Category 7,"In 1 Thessalonians, the brethren of which region did Paul commend for remembering brotherly love?",Macedonia,Jerusalem,Sardis,Athens,1 Thessalonians,1 Thessalonians 4:10
Category 7,Regarding what did Paul say to the Thessalonians that he had no need to write them but he just asked that they increase it more and more?,Brotherly love,Faith ,Compassion,Piety,1 Thessalonians,1 Thessalonians 4:10
Category 7,"Finish the text in 1 Thessalonians: “That ye may walk honestly toward them that are without, and that ye may have lack of...”",Nothing,Pain,Hunger,Sickness,1 Thessalonians,1 Thessalonians 4:12
Category 7,"Where is this verse found: “But I would not have you to be ignorant, brethren, concerning them which are asleep, that ye sorrow not, even as others which have no hope”?",1 Thessalonians,Jude,Hebrews,John,1 Thessalonians,1 Thessalonians 4:13
Category 7,"In 1 Thessalonians, what does Paul say God will bring with Jesus?",The dead believer,The dead unbeliever,The Dragon,The Beast,1 Thessalonians,1 Thessalonians 4:14
Category 7,"In 1 Thessalonians, who or what does Paul say will not prevent the dead in Christ from being caught up with Jesus?",Those who are alive,The antichrist,Death,Religious authorities,1 Thessalonians,1 Thessalonians 4:15
Category 7,"In 1 Thessalonians, with what does Paul say the Lord will descend from heaven?",A shout,The sound of waters,Cymbals,A sword,1 Thessalonians,1 Thessalonians 4:16
Category 7,"In 1 Thessalonians, with what does Paul say the Lord will descend from heaven?",The archangel's voice,Many people,An angelic host,Lightning,1 Thessalonians,1 Thessalonians 4:16
Category 7,"In 1 Thessalonians, with what does Paul say the Lord will descend from heaven?",The trump of God,Heavenly choirs,White robes,A crown,1 Thessalonians,1 Thessalonians 4:16
Category 7,"At the resurrection, who shall rise first, according to 1 Thessalonians?",The dead in Christ,The wicked ,Animals,Everyone together ,1 Thessalonians,1 Thessalonians 4:16
Category 7,Where shall the living believer meet the Lord at his coming?,In the air,On the sea,On land,It is unknown,1 Thessalonians,1 Thessalonians 4:17
Category 7,Where shall the dead in Christ meet the Lord at his coming?,In the air,On the sea,On land,It is unknown,1 Thessalonians,1 Thessalonians 4:17
Category 7,Complete the statement in 1 Thessalonians: “Then we which are alive and remain shall be caught up together with them in the…”,Clouds,Ships,Spirit,Resurrection,1 Thessalonians,1 Thessalonians 4:17
Category 7,"In 1 Thessalonians, words about what belief does Paul say Christians “comfort one another”?",The resurrection,The judgment,Punishment of the wicked,The power of the cross,1 Thessalonians,1 Thessalonians 4:18
Category 7,"In 1 Thessalonians, of what did Paul say he felt no need to write the Thessalonians?",Times and seasons,Love,Money,The Sabbath,1 Thessalonians,1 Thessalonians 5:1
Category 7,"In 1 Thessalonians, how does Paul say the day of the Lord will come?",As a thief in the night,As a highwayman,With wonders and mysteries,As a passing cloud,1 Thessalonians,1 Thessalonians 5:2
Category 7,"In 1 Thessalonians, what does Paul say will come upon people when they say, “Peace and safety”?",Sudden destruction,Peace and safety,Nothing,The antichrist,1 Thessalonians,1 Thessalonians 5:3
Category 7,"To what does Paul compare what comes on those who will say, “Peace and safety” in the Day of the Lord?",Travail of a pregnant woman,The troubles of war,An abyss,A roaring Lion,1 Thessalonians,1 Thessalonians 5:3
Category 7,"In 1 Thessalonians, what does Paul say Christians are children of?",Light,Radiance,Plenty,Compassion,1 Thessalonians,1 Thessalonians 5:5
Category 7,"In 1 Thessalonians, what does Paul say Christians are children of?",The day,The morning,The evening,The night,1 Thessalonians,1 Thessalonians 5:5
Category 7,"In 1 Thessalonians, what does Paul exhort Christians to do?",Not sleep,Rest,Get rich,Be politically active,1 Thessalonians,1 Thessalonians 5:6
Category 7,"In 1 Thessalonians, what does Paul exhort Christians to do?",Watch,Be unconcerned,keep lamps,Pay tithes,1 Thessalonians,1 Thessalonians 5:6
Category 7,"In 1 Thessalonians, what does Paul exhort Christians to do?",Be sober,Drink little,Build churches,Pray three times a day,1 Thessalonians,1 Thessalonians 5:6
Category 7,"In 1 Thessalonians, when does Paul say the drunks are “drunken”?",Night,Morning,Midday,Evening,1 Thessalonians,1 Thessalonians 5:7
Category 7,"In 1 Thessalonians, which breastplate does Paul tell the believer to put on?",Faith and love,Hope and salvation,Equity,The law,1 Thessalonians,1 Thessalonians 5:8
Category 7,"In 1 Thessalonians, what does the hope of salvation act as for the believer?",Helmet,Breastplate ,Shield,Sword,1 Thessalonians,1 Thessalonians 5:8
Category 7,"In 1 Thessalonians, what does the apostle say God has not appointed us to?",Wrath,Disappointment ,Poverty,Sickness,1 Thessalonians,1 Thessalonians 5:9
Category 7,"In 1 Thessalonians, what does Paul say God has appointed the believer to?",Salvation,Money ,Power on earth,Servitude,1 Thessalonians,1 Thessalonians 5:9
Category 7,"In 1 Thessalonians, who are the believers told to edify?",Each other,No one,Their children,Their leaders,1 Thessalonians,1 Thessalonians 5:11
Category 7,"In Thessalonians, who are the believers told “to esteem very highly in love for their work's sake”?",Church leaders,Children,Wives,Themselves,1 Thessalonians,1 Thessalonians 5:13
Category 7,"In 1 Thessalonians, who are Christians told to be patient toward?",Everyone,The church,Friends,Family,1 Thessalonians,1 Thessalonians 5:14
Category 7,In 1 Thessalonians who were the believers specifically told to comfort?,The feeble minded,The poor,The leaders,Immediate family,1 Thessalonians,1 Thessalonians 5:14
Category 7,"In 1 Thessalonians, who were the believers specifically told to support?",The weak,Orphans,The priest,Government,1 Thessalonians,1 Thessalonians 5:14
Category 7,"In 1 Thessalonians, who were the Christians specifically admonished to show goodness to?",Everyone,Government,Children,Women,1 Thessalonians,1 Thessalonians 5:15
Category 7,Who specifically in the bible exhorted the Thessalonians not to render evil for evil?,Paul,Timothy,Luke,Andrew,1 Thessalonians,1 Thessalonians 5:15
Category 7,Which of these is an exhortation from Paul to the Thessalonians?,Rejoice evermore,Work every day,Rest on the sabbath,Pray 3 times daily,1 Thessalonians,1 Thessalonians 5:16
Category 7,Where is this verse found: “Pray without ceasing”?,1 Thessalonians,Ephesians,Acts,Romans,1 Thessalonians,1 Thessalonians 5:17
Category 7,"In 1 Thessalonians, what does Paul admonish Christians to do without ceasing?",Pray,Dance,Love,Be patient,1 Thessalonians,1 Thessalonians 5:17
Category 7,"In 1 Thessalonians, what does Paul say the Christian should give thanks in?",Everything,Good things,Holy thing,Profane things,1 Thessalonians,1 Thessalonians 5:18
Category 7,"In 1 Thessalonians, what does Paul say everything in a Christian’s life is a result of?",God’s will,Man’s failings,The Devil’s wiles,The tests of faith,1 Thessalonians,1 Thessalonians 5:18
Category 7,Finish this verse in 1 Thessalonians: “Quench not the…”,Spirit,Joy,Desire,Heart,1 Thessalonians,1 Thessalonians 5:19
Category 7,"In 1 Thessalonians, what specifically does Paul say the believer should not despise?",Prophesying,Prayer,Others,The temple,1 Thessalonians,1 Thessalonians 5:20
Category 7,"In 1 Thessalonians, what does Paul ask the believer to test and prove?",All things,Important things,Science,Faith ,1 Thessalonians,1 Thessalonians 5:21
Category 7,"In 1 Thessalonians, what does Paul ask the believer to hold fast to?",That which is good,What is desired,Spouses,Children,1 Thessalonians,1 Thessalonians 5:21
Category 7,"In 1 Thessalonians, what does Paul admonish the believer to abstain from?",All appearance of evil,The dangers of wealth,The evils of prejudice,All forms of anger,1 Thessalonians,1 Thessalonians 5:22
Category 7,Who wrote these words: “I pray God your whole spirit and soul and body be preserved blameless unto the coming of our Lord Jesus Christ”?,Paul,David,John,Barnabas,1 Thessalonians,1 Thessalonians 5:23
Category 7,What does Paul ask the Thessalonians to do for him and his fellow missionaries?,Pray for them ,Feed them ,Pay them ,Console them,1 Thessalonians,1 Thessalonians 5:25
Category 7,With what does Paul admonish the Thessalonians to greet all the brethren?,Holy kiss,Handshake,Hug,A bow,1 Thessalonians,1 Thessalonians 5:26
Category 7,Who did Paul say should read his first epistle to the Thessalonians?,The brethren,The heathen,The children,Greeks,1 Thessalonians,1 Thessalonians 5:27
Category 7,What is the last word in the first epistle to the Thessalonians?,Amen,Christ ,You ,Faith ,1 Thessalonians,1 Thessalonians 5:28
Categor 8,To whom did James address his epistle?,12 tribes scattered abroad,The tribe of Judah,Jews and gentiles,Christians in Jerusalem,James,James 1:1
Categor 8,"In the first verse of his epistle, how does James describe himself?",Servant of God,An apostle,A born again Christian,A Jew,James,James 1:1
Categor 8,"In the first verse of his epistle, how does James describe himself?",Servant of Jesus Christ,A disciple,A brother in Christ,An apostle,James,James 1:1
Categor 8,What did James say Christians should do when they are tempted?,Count it a joy,Curse the Devil,Be saddened,Nothing,James,James 1:2
Categor 8,What specifically does James say the testing of faith helps develop?,Patience,Wisdom ,Understanding,Love,James,James 1:3
Categor 8,"In which book of the bible is this verse found: “let patience have her perfect work, that ye may be perfect and entire, wanting nothing”?",James,Ephesians,1 Corinthians,Romans,James,James 1:4
Categor 8,What did James say we should do if we lack wisdom?,Ask God,Read ,Ask the elders,Ask the brethren,James,James 1:5
Categor 8,How does James say God gives?,Liberally,Sparsely,Insufficiently,Poorly,James,James 1:5
Categor 8,What does James say God does when we ask things of him?,Not rebuke us,Deafened his ears,Ignore us,Tempt us,James,James 1:5
Categor 8,What does James say God will do to those who ask for wisdom?,Give them,Refuse them,Deny them,Rebuke them,James,James 1:5
Categor 8,How does James say we should ask God?,"In faith, without wavering","In faith, with doubt","In faith, with questioning",With humility and wavering,James,James 1:6
Categor 8,Who does James describe as “a wave of the sea driven with the wind and tossed”?,A person with wavering faith,A gentile ,The scribes and Pharisees,A faithful Christian,James,James 1:6
Categor 8,Who does James say shouldn’t expect God to answer his requests?,A person with wavering faith,A person with unwavering faith,A man who follows God’s law,"A good, devout Christian",James,James 1:7
Categor 8,Who does James describe as “unstable in all his way”?,A double-minded person,A single-minded person,A person with unwavering faith,"A good, devout Christian",James,James 1:8
Categor 8,Who does James say should rejoice when he is exalted?,The poor,The rich,The prince,The ruler,James,James 1:9
Categor 8,Who does James compare to the withering flower on grass?,The rich made low,The poor in poverty,The fatherless,Widows and orphans,James,James 1:10
Categor 8,"Where is this verse from: “For the sun is no sooner risen with a burning heat, but it withereth the grass, and the flower thereof falleth, and the grace of the fashion of it perisheth: so also shall the rich man fade away in his ways”?",James,Proverbs,Psalms,John,James,James 1:11
Categor 8,What does James call the man who endureth temptation?,Blessed,Unfortunate,A sinner,Unfaithful,James,James 1:12
Categor 8,What does James say is the reward for those who overcome temptation?,Crown of life,Hellfire,Material gain,Worldly adulation,James,James 1:12
Categor 8,To whom does James say God has promised a crown of life?,Those that love him,Church elders,Those that love the world,Everyone,James,James 1:12
Categor 8,"According to James, who doesn’t tempt men?",God,Devil,Demons,Evil men,James,James 1:13
Categor 8,"Where is this verse found: “Let no man say when he is tempted, I am tempted of God: for God cannot be tempted with evil, neither tempteth he any man”?",James,Galatians,2 Thessalonians,2 Peter,James,James 1:13
Categor 8,Who does James say can’t be tempted with evil?,God,Christians,Demons,Men,James,James 1:13
Categor 8,How does James say men are tempted and enticed to do wrong?,By their own lust,By God,By angels,By others,James,James 1:14
Categor 8,What does James say is the end result of sin?,Death,Eternal life,A crown of life,Great prosperity,James,James 1:16
Categor 8,"According to James, where does every good gift come from?",Above,Below,Friends,The church,James,James 1:17
Categor 8,James describes God as the father of what?,Lights,All men,Jesus,Christians,James,James 1:17
Categor 8,"Where is this verse found: “Of his own will begat he us with the word of truth, that we should be a kind of firstfruits of his creatures”?",James,2 Thessalonians ,Philippians,Ephesians,James,James 1:18
Categor 8,"Who wrote these words: “Wherefore, my beloved brethren, let every man be swift to hear, slow to speak, slow to wrath”?",James,Paul ,Peter,John,James,James 1:19
Categor 8,Finish this verse in James: “For the wrath of man worketh not the righteousness…”,of God,of the saints,of the church,of the gospel,James,James 1:20
Categor 8,What specifically did James ask the church to put away?,All filthiness,Mosaic law,Circumcision ,Teaching of the scribes,James,James 1:21
Categor 8,What specifically did James ask the church to put away?,Superfluity of naughtiness,Superfluity of haughtiness,Superfluity of silliness,Superfluity of arrogance,James,James 1:21
Categor 8,How did James say Christians should receive the word of God?,With meekness,With arrogance,With pride,With sadness,James,James 1:21
Categor 8,What specifically did James say was able to save souls?,The engrafted word,The Law of Moses,The teachings of Pharisees,The teachings of Scribes,James,James 1:21
Categor 8,"Where is this text found: “But be ye doers of the word, and not hearers only, deceiving your own selves”?",James,Luke,Philemon,Acts,James,James 1:22
Categor 8,"James says Christians should be doers of the word, not what?",Hearers only,Professors only,Talkers only,Teachers only,James,James 1:22
Categor 8,What does James say about those who hear the word and not do it?,They deceive themselves,They are empty vessels,They have no faith,They will do well,James,James 1:22
Categor 8,"Finish this verse in James: “For if any be a hearer of the word, and not a doer, he is like unto a man beholding his natural face in…”",A glass,A stream,A pool,A body of water,James,James 1:23
Categor 8,"Where is this verse found: “If any man among you seem to be religious, and bridleth not his tongue, but deceiveth his own heart, this man's religion is vain”?",James,Matthew,Luke,1 Timothy,James,James 1:26
Categor 8,"Who wrote these words: “If any man among you seem to be religious, and bridleth not his tongue, but deceiveth his own heart, this man's religion is vain”?",James,Matthew,Luke,Paul,James,James 1:26
Categor 8,"Finish this statement in James: “Pure religion and undefiled before God and the Father is this, To visit the…",fatherless and widows,Synagogue ,Elders and scribes,Infirms and shut-ins,James,James 1:27
Categor 8,By which of these names does James refer to Jesus?,Lord of glory,Saviour,Rabbi,King of kings,James,James 2:1
Categor 8,"In asking Christians not to love the rich and hate the poor, how does James describe the rich man?",A man with a gold ring,A man with great substance,A many with many barns,A man with much silver,James,James 2:2
Categor 8,"In asking Christians not to love the rich and hate the poor, how does James describe the rich man?",A man in goodly apparel,A man in a fine carriage,A man with many servants,A man with much substance,James,James 2:2
Categor 8,Who does James say have wrongly made themselves judges of evil thoughts?,Those who judge people based on wealth,Those who judge based on Christian values,Those who judge based on the commandments,Those who judge based on the laws of Moses,James,James 2:4
Categor 8,Finish this statement in James: “Hath not God chosen the poor of this world rich in…”,Faith,Spirit,The word,Truth,James,James 2:5
Categor 8,What does James say God promises to the poor who are faithful?,Make them heirs in his kingdom,Make them rich,Give them an earthly kingdom,Set them over the rich,James,James 2:5
Categor 8,Who does James say people have “despised”?,The poor,The rich,The rulers,The leaders,James,James 2:6
Categor 8,"Finish this statement by James: “Do not rich men oppress you, and draw you before the…”",Judgment seats,Magistrates,The elders,The officers,James,James 2:6
Categor 8,What does James call the biblical concept that you should love your neighbor as yourself?,The royal law,The great commandment,The just commandment,The law of truth,James,James 2:8
Categor 8,James says those who respect people based on their money or social status do what?,Commit sin,Judge well,Show poor judgment,Show discernment,James,James 2:9
Categor 8,"Who wrote these words: “For whosoever shall keep the whole law, and yet offend in one point, he is guilty of all”?",James,Jesus ,Peter ,Paul,James,James 2:10
Categor 8,How did James say those who judge without mercy will be judged?,Without mercy,With mercy,With grace ,Without grace,James,James 2:13
Categor 8,"Who wrote: “What doth it profit, my brethren, though a man say he hath faith, and have not works? can faith save him?”",James,1 Corinthians ,2 Corinthians,Hebrews,James,James 2:14
Categor 8,"In his analogy about faith without works, what are the needs that James says can’t be satisfied by simply saying “be ye warmed and filled”?",Clothes and food,Shelter and food,Shelter and clothes,Protection and clothes,James,James 2:16
Categor 8,"Faith without works, according to James, is what?",Dead,Alive,Vibrant,Essential,James,James 2:17
Categor 8,"Who wrote: “shew me thy faith without thy works, and I will shew thee my faith by my works”?",James,Paul,Peter,Luke,James,James 2:18
Categor 8,Who does James say believe there is one God and tremble?,Devils,Gentiles,Publicans,Evildoers,James,James 2:19
Categor 8,Who did James say was justified by his works when he offered his son on an altar?,Abraham,David,Moses,Jacob,James,James 2:21
Categor 8,By what title did James refer to Abraham?,Our father,Our ancestor,Our forebear,Our grandfather,James,James 2:21
Categor 8,How did James say Abraham’s faith was expressed?,Through his works,Through his attitude,Through his prayer,Through his speech,James,James 2:22
Categor 8,"Finish this verse in James: “Seest thou how faith wrought with his works, and by works was faith made…”",Perfect,Acceptable,Discernable,Known,James,James 2:22
Categor 8,What did James say Abraham’s belief in God was counted as?,Righteousness,Honesty,Self-righteousness,Integrity,James,James 2:23
Categor 8,What did James say Abraham was called because of his righteousness?,Friend of God,A patriarch,A founder of nations,A prophet,James,James 2:23
Categor 8,"Finish the verse: “Ye see then how that by works a man is justified, and not by…”",Faith only,Works only,Words only,Attitude only,James,James 2:24
Categor 8,Which of these women did James describe as a harlot who was justified by works?,Rahab,Jephthah's mother,The woman caught in adultery,Tamar,James,James 2:25
Categor 8,James compared faith without works to a body without what?,Spirit,Food,Substance,Energy,James,James 2:26
Categor 8,What did James say the perfect man is able to bridle?,His whole body,His children,His tongue only,His friends,James,James 3:2
Categor 8,What does James say the perfect man does not offend with?,His words,His attitude,His hands,His feet,James,James 3:2
Categor 8,Which apostle compares the tongue’s power to affect the whole body to a bit in a horse’s mouth?,James,Paul,Peter,Mark,James,James 3:3
Categor 8,What did James call a little member that boasteth great things?,The tongue,The thumb,The hand,The mind,James,James 3:5
Categor 8,"Finish this statement by James about the power of the tongue: “Behold, how great a matter a little fire…”",kindleth,burneth,destroyeth,consumeth,James,James 3:5
Categor 8,Which of the following does James compare the tongue to?,Fire,Water,The sun,Anger,James,James 3:6
Categor 8,Which of the following does James compare the tongue to?,A world of iniquity,A world of goodness,A world of passion,A thoughtless world,James,James 3:6
Categor 8,Which member did James say defileth the whole body?,The tongue,The legs,The hands,The feet,James,James 3:6
Categor 8,Which of the following is not among the creatures that the apostle James said were tamed by man?,Insects,Beast,Birds,Serpents,James,James 3:7
Categor 8,What did James say no man can tame?,The tongue,The hands,The feet,The legs,James,James 3:8
Categor 8,Which of the following expressions did James use to describe the tongue?,Unruly evil,Manageable evil,Good and evil,A tool for good,James,James 3:8
Categor 8,Which of the following expressions did James use to describe the tongue?,Full of deadly poison,Full of love,Full of anger,Full of worldliness ,James,James 3:8
Categor 8,What two disparate things did James say we do with the same tongue?,Bless God and curse men,Bless God and curse the Devil,Bless the Devil and curse men,Bless God and bless the Devil,James,James 3:9
Categor 8,What specifically did James say proceeds from the same mouth?,Blessing and cursing,Love and anger,Laughter and crying,Love and hate,James,James 3:10
Categor 8,Who asked this question: “Doth a fountain send forth at the same place sweet water and bitter?”,James,David,Solomon,Paul,James,James 3:11
Categor 8,"Finish this question from the book of James: “Can the fig tree, my brethren, bear…?” ",olive berries,Grapes,Apples,Pomegranates,James,James 3:12
Categor 8,The book of James states that no fountain can produce both of these?,Salt and fresh water,Hot and cold water,Dirty and clean water,Impure and pure,James,James 3:12
Categor 8,Finish this verse: “Who is a wise man and endued with knowledge among you? let him shew out of a good conversation his works with…,Meekness of wisdom,Kindness and mercy,Thoughtfulness and grace,Compassion and knowledge ,James,James 3:13
Categor 8,"Finish this verse: “But if ye have bitter envying and strife in your hearts, glory not, and lie not against the…”",Truth,The elders,The church,The brethren,James,James 3:14
Categor 8,"James said where these two things exist, “there is confusion and every evil work.”",Envying and strife,Love and hate,Greed and vanity,Knowledge and wisdom,James,James 3:16
Categor 8,"Which book of the bible is Peter quoting when he writes: “It is written, Be ye holy; for I am holy”?",Leviticus,Genesis,Ezekiel,Numbers,1 Peter,1 Peter 1:16
Categor 8,How does Peter say God will judge individuals?,By every man’s work ,By every man’s wealth,By every man’s accomplishments,Without regard to each man’s work,1 Peter,1 Peter 1:17
Categor 8,How does Peter say God judges?,Without respect of persons ,Arbitrarily,With respect of persons,Harshly and fiercely,1 Peter,1 Peter 1:17
Categor 8,"Finish this verse in the first epistle of Peter: “know that ye were not redeemed with corruptible things, as…”",Silver and gold ,Earthly treasure,Gold and rubies,Myrrh and frankincense,1 Peter,1 Peter 1:18
Categor 8,"What are Christians redeemed with, according to the first epistle of Peter?",The blood of Christ ,The word of God,The Law of Moses,The promise of Abraham,1 Peter,1 Peter 1:19
